"row","title","album","year","release_date","country","release_type","disc_number","track_number","format","length_ms","release_group","release_group_year","artist_credit","release_mbid"
"127","Bach Gammon","Deluxe","1980","1980","JP","Album","2","D3","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"128","Dollanes Melody","Deluxe","1980","1980","JP","Album","2","C4","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"129","Give A Little Time To Your Love","Deluxe","1980","1980","JP","Album","2","C3","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"130","Jardin Secret","Deluxe","1980","1980","JP","Album","2","C5","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"131","La Vraie Musique L'amour","Deluxe","1980","1980","JP","Album","2","C2","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"132","Les Fleurs Sauvages","Deluxe","1980","1980","JP","Album","2","D2","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"133","Lettre A Ma Mere","Deluxe","1980","1980","JP","Album","2","D6","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"134","Lyphard Melodie","Deluxe","1980","1980","JP","Album","2","D1","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"135","Moon River","Deluxe","1980","1980","JP","Album","2","D5","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"136","Promenade Dans Les Bois","Deluxe","1980","1980","JP","Album","2","D4","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"137","Voyage A Venice","Deluxe","1980","1980","JP","Album","2","C1","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"138","Aline","La Musique De L'Amour","1980","1980","JP","Album","1","B3","12"" Vinyl","154000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"139","Dolannes Melody","La Musique De L'Amour","1980","1980","JP","Album","1","B2","12"" Vinyl","207000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"140","Jardin Secret","La Musique De L'Amour","1980","1980","JP","Album","1","B1","12"" Vinyl","133000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"141","La Musique De L'Amour","La Musique De L'Amour","1980","1980","JP","Album","1","A2","12"" Vinyl","121000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"142","Love Is Blue","La Musique De L'Amour","1980","1980","JP","Album","1","A6","12"" Vinyl","104000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"143","Parlez-Moi D'Amour","La Musique De L'Amour","1980","1980","JP","Album","1","A4","12"" Vinyl","140000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"144","Plaisir D'Amour","La Musique De L'Amour","1980","1980","JP","Album","1","B4","12"" Vinyl","160000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"145","Sentimental Medley","La Musique De L'Amour","1980","1980","JP","Album","1","B6","12"" Vinyl","298000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"146","Summertime","La Musique De L'Amour","1980","1980","JP","Album","1","B5","12"" Vinyl","158000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"147","Till","La Musique De L'Amour","1980","1980","JP","Album","1","A3","12"" Vinyl","132000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"148","Tristesse","La Musique De L'Amour","1980","1980","JP","Album","1","A7","12"" Vinyl","152000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"149","Voyage A Venice","La Musique De L'Amour","1980","1980","JP","Album","1","A1","12"" Vinyl","172000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"150","Wiegenlied","La Musique De L'Amour","1980","1980","JP","Album","1","A5","12"" Vinyl","105000","La Musique De L'Amour","1980","Richard Clayderman","45380d5f-6a5b-420b-be00-d267b1a8025f"
"151","Am Ufer des Flusses (Au bord de la rivière)","Liebestraum","1980","1980","DE","Album","1","B1","12"" Vinyl","233000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"152","Ballade pour Adeline","Liebestraum","1980","1980","DE","Album","1","A1","12"" Vinyl","154000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"153","Barcarole","Liebestraum","1980","1980","DE","Album","1","B6","12"" Vinyl","178000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"154","Bridge Over Troubled Water","Liebestraum","1980","1980","DE","Album","1","A8","12"" Vinyl","185000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"155","Dolannes Melodie","Liebestraum","1980","1980","DE","Album","1","A2","12"" Vinyl","202000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"156","Don't Cry for Me Argentina","Liebestraum","1980","1980","DE","Album","1","A4","12"" Vinyl","191000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"157","Elisabeth-Serenade","Liebestraum","1980","1980","DE","Album","1","B5","12"" Vinyl","116000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"158","Exodus","Liebestraum","1980","1980","DE","Album","1","A7","12"" Vinyl","176000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"159","Für Elise","Liebestraum","1980","1980","DE","Album","1","A6","12"" Vinyl","145000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"160","La Mer","Liebestraum","1980","1980","DE","Album","1","B8","12"" Vinyl","192000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"161","Liebestraum","Liebestraum","1980","1980","DE","Album","1","A3","12"" Vinyl","188000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"162","Love Story","Liebestraum","1980","1980","DE","Album","1","B2","12"" Vinyl","180000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"163","Mondscheinsonate","Liebestraum","1980","1980","DE","Album","1","B7","12"" Vinyl","192000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"164","Moon River","Liebestraum","1980","1980","DE","Album","1","B3","12"" Vinyl","192000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"165","Ode to Joy","Liebestraum","1980","1980","DE","Album","1","A5","12"" Vinyl","188000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"166","Romeo & Julia","Liebestraum","1980","1980","DE","Album","1","B4","12"" Vinyl","139000","Liebestraum","1980","Richard Clayderman","22dc0de7-24de-4545-b076-dd0a2f5cc6aa"
"167","Murmures = Murmúrios","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","1","Vinyl","150000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"168","Dolannes Melodie","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","2","Vinyl","202000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"169","Don't Cry For Me Argentina","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","3","Vinyl","191000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"170","Bridge Over Troubled Water","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","4","Vinyl","183000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"171","Pour Elise","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","5","Vinyl","144000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"172","A Comme Amour = ""A"" Como Amor (Piano Et Orchestre)","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","6","Vinyl","194000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"173","Un Homme Et Une Femme = Um Homem E Uma Mulher","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","7","Vinyl","178000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"174","Romeo And Julia = Romeo E Julieta","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","8","Vinyl","139000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"175","Ballade Pour Adeline (Piano Et Orchestre)","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","9","Vinyl","161000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"176","Exodus","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","10","Vinyl","178000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"177","Moon River","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","11","Vinyl","192000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"178","My Way","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","12","Vinyl","210000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"179","Love Story","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","13","Vinyl","180000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"180","Aline","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","14","Vinyl","152000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"181","Lara's Theme From Doctor Zhivago = Tema De Lara","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","15","Vinyl","152000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"182","La Vie En Rose","16 Momentos Inesquecíveis","1981","1981","BR","Album","1","16","Vinyl","155000","16 Momentos Inesquecíveis","1981","Richard Clayderman","bbdf1c70-ec6a-46a4-8f22-171490a60201"
"183","Berceuse","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","B4","12"" Vinyl","189000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"184","Concerto Pour Une Jeune Fille Nommee 'Je T'Aime'","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","A1","12"" Vinyl","222000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"185","La Fuite Du Temps","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","A6","12"" Vinyl","186000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"186","Le Voyage Dans La Nuit (Theme From Midnight Station)","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","B1","12"" Vinyl","206000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"187","Les Chagrins Oublies","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","A2","12"" Vinyl","162000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"188","Les Premiers Sourires De Vanessa","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","B2","12"" Vinyl","136000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"189","L'Espoir","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","B6","12"" Vinyl","192000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"190","L'Heure Bleue","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","A4","12"" Vinyl","217000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"191","L'Ocean","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","B5","12"" Vinyl","164000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"192","Murmures","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","B7","12"" Vinyl","150000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"193","Rondo Pour Un Tout Petit Enfant (Piano & Orchestre)","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","B3","12"" Vinyl","92000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"194","Rondo Pour Un Tout Petit Enfant (Piano Solo)","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","A5","12"" Vinyl","92000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"195","Triste Coeur","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","1981","JP","Album","1","A3","12"" Vinyl","165000","Concerto Pour Une Jeune Fille Nommee ""Je T'Aime""","1981","Richard Clayderman","a876c13b-6220-40e4-82da-6fbbc59a6455"
"196","Ballade pour Adeline","Richard Clayderman","1981","1981","XG","EP","1","A1","7"" Vinyl","154000","Richard Clayderman","1981","Richard Clayderman","e125d689-efe0-4fae-865e-851307434d4d"
"197","Elisabeth-Serenade","Richard Clayderman","1981","1981","XG","EP","1","B2","7"" Vinyl","116000","Richard Clayderman","1981","Richard Clayderman","e125d689-efe0-4fae-865e-851307434d4d"
"198","Für Elise","Richard Clayderman","1981","1981","XG","EP","1","A2","7"" Vinyl","145000","Richard Clayderman","1981","Richard Clayderman","e125d689-efe0-4fae-865e-851307434d4d"
"199","Love Story","Richard Clayderman","1981","1981","XG","EP","1","B1","7"" Vinyl","180000","Richard Clayderman","1981","Richard Clayderman","e125d689-efe0-4fae-865e-851307434d4d"
"200","‘L’ for Love (A Comme Amour)","Richard Clayderman","1982","1982","GB","Album","1","A1","12"" Vinyl","172000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"201","Bach Gammon","Richard Clayderman","1982","1982","GB","Album","1","B2","12"" Vinyl","165000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"202","Ballad for Adeline","Richard Clayderman","1982","1982","GB","Album","1","A7","12"" Vinyl","150000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"203","Fur Elise","Richard Clayderman","1982","1982","GB","Album","1","A6","12"" Vinyl","142000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"204","La Mer","Richard Clayderman","1982","1982","GB","Album","1","A2","12"" Vinyl","192000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"205","Liebestraum","Richard Clayderman","1982","1982","GB","Album","1","B4","12"" Vinyl","165000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"206","Lyphard Melody","Richard Clayderman","1982","1982","GB","Album","1","A4","12"" Vinyl","270000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"207","Moonlight Sonata","Richard Clayderman","1982","1982","GB","Album","1","B5","12"" Vinyl","192000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"208","Murmurs (Liebeslied)","Richard Clayderman","1982","1982","GB","Album","1","B7","12"" Vinyl","145000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"209","My Way","Richard Clayderman","1982","1982","GB","Album","1","A3","12"" Vinyl","229000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"210","Rhapsody in Blue","Richard Clayderman","1982","1982","GB","Album","1","B1","12"" Vinyl","362000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"211","Romeo & Juliet","Richard Clayderman","1982","1982","GB","Album","1","B6","12"" Vinyl","139000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"212","Sentimental Medley","Richard Clayderman","1982","1982","GB","Album","1","B3","12"" Vinyl","297000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"213","Tristesse","Richard Clayderman","1982","1982","GB","Album","1","A5","12"" Vinyl","135000","Richard Clayderman","1982","Richard Clayderman","d6fd074f-98af-49ce-b9c5-b2f7442e1dc6"
"214","A Comme Amour","Super Deluxe","1982","1982","JP","Album","1","B2","12"" Vinyl","","Super Deluxe","1982","Richard Clayderman","d4738c9f-9caa-450e-a923-312472f8e549"
"215","Ballade Pour Adeline","Super Deluxe","1982","1982","JP","Album","1","B1","12"" Vinyl","","Super Deluxe","1982","Richard Clayderman","d4738c9f-9caa-450e-a923-312472f8e549"
"216","Concerto Pour Une Jeune Fille Nommee ""Je T'aime""","Super Deluxe","1982","1982","JP","Album","1","B6","12"" Vinyl","","Super Deluxe","1982","Richard Clayderman","d4738c9f-9caa-450e-a923-312472f8e549"
"217","Lady Di","Super Deluxe","1982","1982","JP","Album","1","A2","12"" Vinyl","","Super Deluxe","1982","Richard Clayderman","d4738c9f-9caa-450e-a923-312472f8e549"
"218","Les Derniers Jours D'Anastasia Kemsky","Super Deluxe","1982","1982","JP","Album","1","A3","12"" Vinyl","","Super Deluxe","1982","Richard Clayderman","d4738c9f-9caa-450e-a923-312472f8e549"
"219","Les Premiers Sourires De Venessa","Super Deluxe","1982","1982","JP","Album","1","B4","12"" Vinyl","","Super Deluxe","1982","Richard Clayderman","d4738c9f-9caa-450e-a923-312472f8e549"
"220","Lettre A Mere (l)","Super Deluxe","1982","1982","JP","Album","1","B7","12"" Vinyl","","Super Deluxe","1982","Richard Clayderman","d4738c9f-9caa-450e-a923-312472f8e549"
